Customer_ID,Customer_Name,Age,City,Area,Tenure_Months,Items_Bought,Preferred_Category,Orders_Per_Month,Avg_Order_Value,Monthly_Spend,Payment_Method,Wallet_Usage,UPI_Usage,COD_Usage,Distance_km,Delivery_Time_Avg,Late_Delivery_Count,Avg_Rating,Complaints_Count,Refund_Amount,High_Value_Customer
C000172,Sneha,33,Chennai,OMR,34,"Milk, Bread, Eggs",Snacks,31,3605,111755,Wallet,25275,42532,4292,11.92,50,14,2.7,9,8692,0
C000173,Karthik,29,Hyderabad,T Nagar,1,Fruits and Vegetables,Baby Care,15,7547,113205,Wallet,774,65069,4801,13.69,30,6,3.8,2,15851,0
C000174,Krishna,35,Delhi,Chromepet,49,Electronics Accessories,Grocery,21,1564,32844,NetBanking,11043,21090,18995,3.63,30,10,4.2,1,8441,0
C000175,Sai,47,Chennai,Porur,43,Frozen Foods,Bakery,36,4888,175968,Wallet,28483,12945,3836,6.61,29,6,4.8,10,14842,1
C000176,Vihaan,49,Mumbai,Porur,44,"Rice, Dal, Cooking Oil",Bakery,18,3399,61182,Card,2745,56108,5115,3.62,14,12,4,9,3553,0
C000177,Ira,63,Hyderabad,Chromepet,38,Frozen Foods,Snacks,8,4863,38904,COD,27166,18213,4948,0.73,22,10,4.1,10,18290,0
C000178,Diya,41,Bangalore,Mylapore,37,Electronics Accessories,Dairy,17,5703,96951,UPI,12310,50021,16074,12.75,14,8,4.7,9,11829,0
C000179,Ananya,57,Delhi,Anna Nagar,45,Personal Care Items,Personal Care,35,2793,97755,NetBanking,29082,64804,1480,12.33,30,8,2,8,12759,0
C000180,Meera,20,Pune,Tambaram,46,"Milk, Bread, Eggs",Grocery,36,2986,107496,NetBanking,21073,64372,12294,8.21,22,11,3.3,10,18632,0
C000181,Ishaan,62,Pune,Mylapore,19,Cleaning Supplies,Bakery,30,5134,154020,Card,10926,65947,11727,3.55,28,4,4.9,9,18638,1
C000182,Aditya,46,Bangalore,Adyar,51,Frozen Foods,Snacks,26,3598,93548,Wallet,14760,63155,11421,7.18,41,8,3.9,4,10504,0
C000183,Aishwarya,37,Pune,OMR,6,Personal Care Items,Beverages,28,7364,206192,Card,3842,41150,9515,11.25,18,4,2.3,0,7156,1
C000184,Aditya,36,Hyderabad,T Nagar,19,Electronics Accessories,Bakery,13,2036,26468,Wallet,10103,42001,1625,6.2,41,3,2,0,13311,0
C000185,Karthik,33,Delhi,Porur,36,Personal Care Items,Household,24,3424,82176,Card,8062,8381,14889,13.33,40,13,4.8,0,18662,0
C000186,Ananya,20,Mumbai,Tambaram,21,Snacks and Beverages,Household,17,5248,89216,COD,19392,66174,16225,0.99,23,11,2.3,2,14019,0
C000187,Sai,58,Mumbai,Velachery,57,Snacks and Beverages,Dairy,26,6515,169390,Wallet,24055,54143,19320,14.09,57,8,3.1,5,810,1
C000188,Diya,49,Pune,OMR,30,Baby Care Products,Beverages,12,1970,23640,COD,15394,28261,8850,1.7,65,2,1.6,8,8813,0
C000189,Saanvi,25,Mumbai,Tambaram,22,Personal Care Items,Fruits,12,6278,75336,COD,11377,52945,6298,5.01,11,1,1.4,3,19829,0
C000190,Aarav,51,Bangalore,Mylapore,42,Electronics Accessories,Personal Care,28,697,19516,Wallet,15281,14907,8726,11.17,20,5,4.2,4,5328,0
C000191,Diya,54,Delhi,Anna Nagar,2,Fruits and Vegetables,Fruits,4,1098,4392,Wallet,5270,35446,2214,4.37,29,2,1.4,6,9235,0
C000192,Sneha,21,Mumbai,Mylapore,20,Electronics Accessories,Bakery,5,5579,27895,NetBanking,11365,37120,7212,2.74,54,8,3.5,10,15518,0
C000193,Meera,44,Mumbai,Perungudi,40,"Milk, Bread, Eggs",Personal Care,21,3234,67914,NetBanking,27745,68585,1713,12.85,59,12,3.1,0,3199,0
C000194,Sneha,52,Bangalore,Porur,59,Baby Care Products,Grocery,31,7148,221588,UPI,7001,41751,11115,13.45,50,3,3.5,10,3197,1
C000195,Aarav,32,Chennai,Anna Nagar,12,Bakery Items,Dairy,15,1164,17460,Card,9692,76958,8257,5.74,16,12,3,5,9076,0
C000196,Aishwarya,43,Pune,T Nagar,8,Cleaning Supplies,Dairy,38,807,30666,UPI,24680,26437,5097,11.47,39,5,3.2,6,14652,0
C000197,Aarav,18,Bangalore,OMR,47,Fruits and Vegetables,Grocery,6,6705,40230,Wallet,25478,40369,6648,1.28,61,9,2.9,1,3835,0
C000198,Meera,50,Bangalore,Porur,20,Snacks and Beverages,Beverages,20,5919,118380,Card,29905,8235,1464,2.56,43,10,3.5,1,10506,0
C000199,Aarav,37,Mumbai,Tambaram,43,"Milk, Bread, Eggs",Beverages,23,5416,124568,Wallet,10379,36340,9673,7.83,41,15,4.5,2,3207,0
C000200,Arjun,31,Bangalore,Chromepet,51,Baby Care Products,Personal Care,12,5455,65460,Wallet,15180,74306,10527,1.51,12,3,3.7,2,11069,0
C000201,Aishwarya,36,Delhi,OMR,45,Baby Care Products,Bakery,12,3855,46260,UPI,7276,34388,17359,14.32,14,12,1.4,5,3140,0
C000202,Sneha,43,Mumbai,T Nagar,46,Fruits and Vegetables,Baby Care,25,5553,138825,Card,23907,19172,18931,11,31,7,2.8,0,9025,0
C000203,Diya,30,Pune,OMR,58,"Rice, Dal, Cooking Oil",Personal Care,31,2331,72261,COD,18268,54169,17186,9.65,30,5,4.6,5,16158,0
C000204,Arjun,40,Hyderabad,Porur,29,"Milk, Bread, Eggs",Baby Care,26,1366,35516,Card,4824,69390,10637,1.35,32,12,3.5,7,19855,0
C000205,Aditya,53,Chennai,Adyar,36,Cleaning Supplies,Personal Care,27,2409,65043,Wallet,16846,68502,16204,3.16,68,13,1.9,5,11860,0
C000206,Nisha,38,Mumbai,Perungudi,1,"Rice, Dal, Cooking Oil",Grocery,28,6855,191940,Card,8362,4731,4357,14.55,33,3,4.4,1,3426,1
C000207,Ishaan,35,Delhi,Perungudi,18,Personal Care Items,Household,24,1350,32400,Card,24413,21528,18680,5.08,62,10,1.1,5,12590,0
C000208,Krishna,42,Pune,Anna Nagar,50,Bakery Items,Electronics,7,3774,26418,Wallet,867,18973,6533,6.55,32,5,4.8,7,15841,0
C000209,Diya,18,Delhi,Chromepet,59,Fruits and Vegetables,Baby Care,34,637,21658,UPI,22877,15465,13394,12.54,66,6,5,2,18135,0
C000210,Ishaan,26,Bangalore,Perungudi,29,"Milk, Bread, Eggs",Household,3,4193,12579,COD,18849,32976,10449,2.99,55,9,1.2,10,8995,0
C000211,Aditya,53,Hyderabad,T Nagar,29,"Milk, Bread, Eggs",Fruits,16,5442,87072,COD,690,9395,11530,5.17,43,3,4.7,2,8921,0
C000212,Rohan,18,Bangalore,Anna Nagar,44,Electronics Accessories,Household,6,5700,34200,UPI,15607,67093,14672,3.77,20,12,3.5,7,13465,0
C000213,Karthik,29,Hyderabad,Chromepet,57,Cleaning Supplies,Household,2,2291,4582,COD,8534,9362,4683,4.89,27,11,4.7,6,14062,0
C000214,Ira,28,Delhi,Porur,23,Bakery Items,Snacks,29,526,15254,Wallet,810,26302,12819,14.36,22,10,1.2,8,14813,0
C000215,Rohan,23,Chennai,Anna Nagar,54,Fruits and Vegetables,Beverages,35,1189,41615,UPI,10931,50623,17473,3.73,54,0,1.7,9,11402,0
C000216,Nisha,50,Pune,T Nagar,20,Baby Care Products,Bakery,28,1889,52892,UPI,9463,34020,11702,4.2,66,10,5,6,1038,0
C000217,Diya,35,Bangalore,Velachery,55,Baby Care Products,Household,21,2761,57981,Wallet,6568,25501,3374,4.26,19,12,1.3,6,6667,0
C000218,Reyansh,44,Delhi,Mylapore,19,Fruits and Vegetables,Household,20,2400,48000,Wallet,6184,53275,14414,2.35,14,5,1.6,7,4103,0
C000219,Aditya,56,Pune,Tambaram,2,Personal Care Items,Bakery,8,555,4440,COD,24210,28354,8716,5.86,11,15,4.6,0,12157,0
C000220,Saanvi,20,Hyderabad,Chromepet,30,Frozen Foods,Grocery,9,7276,65484,Wallet,10258,66441,846,4.89,16,12,3.8,5,538,0
C000221,Aditya,26,Pune,Tambaram,44,Frozen Foods,Electronics,25,6915,172875,Card,22515,49513,11377,6.88,13,11,1,8,1219,1
C000222,Aarav,46,Mumbai,Mylapore,58,Baby Care Products,Bakery,31,7880,244280,Card,21033,59540,2418,10.69,14,12,5,4,5888,1
C000223,Sai,48,Chennai,Velachery,19,"Rice, Dal, Cooking Oil",Bakery,26,2246,58396,UPI,5275,31946,12957,1.19,15,0,2.2,5,18814,0
C000224,Ananya,32,Bangalore,Anna Nagar,33,Frozen Foods,Dairy,5,2273,11365,Card,5943,35834,3007,2.03,14,0,3.6,1,11446,0
C000225,Priya,29,Mumbai,Porur,45,"Rice, Dal, Cooking Oil",Household,17,3541,60197,UPI,11361,48846,18089,10.64,32,6,2.5,7,18194,0
C000226,Meera,33,Mumbai,OMR,21,Fruits and Vegetables,Grocery,39,7951,310089,COD,9563,3920,8464,12.95,65,6,3.3,6,7324,1
C000227,Rohan,43,Pune,Perungudi,57,Baby Care Products,Baby Care,32,7612,243584,NetBanking,4235,51370,4210,2.22,22,12,2.6,0,9668,1
C000228,Lakshmi,50,Mumbai,Perungudi,16,Electronics Accessories,Beverages,17,6945,118065,UPI,9209,27416,4952,7.64,15,14,1.6,2,683,0
C000229,Krishna,45,Chennai,Tambaram,22,Baby Care Products,Electronics,14,4962,69468,Wallet,25117,49926,3845,4.24,37,14,5,2,173,0
C000230,Ira,21,Mumbai,Perungudi,38,Snacks and Beverages,Bakery,27,6179,166833,Wallet,4992,33595,15427,1.78,49,7,2.5,8,7826,1
C000231,Diya,63,Mumbai,Velachery,16,Personal Care Items,Electronics,16,5076,81216,UPI,25925,19194,17600,6.6,61,2,4.7,1,13347,0
C000232,Ananya,41,Pune,Perungudi,24,Frozen Foods,Bakery,39,4597,179283,Card,87,63231,5627,11.8,39,0,4.5,7,3883,1
C000233,Aishwarya,53,Pune,T Nagar,24,Fruits and Vegetables,Electronics,27,3147,84969,COD,4639,21925,18020,7.23,33,5,4.3,1,3492,0
C000234,Rohan,33,Delhi,Perungudi,7,Cleaning Supplies,Electronics,35,2910,101850,Card,15349,77566,8145,13.55,21,2,4.5,5,7140,0
C000235,Lakshmi,35,Chennai,T Nagar,43,Fruits and Vegetables,Fruits,14,2229,31206,NetBanking,12592,64634,11880,11.97,26,4,3.5,3,17397,0
C000236,Karthik,64,Chennai,Perungudi,22,Electronics Accessories,Fruits,1,2808,2808,UPI,9103,29528,7144,14.12,48,11,4,4,34,0
C000237,Rohan,21,Chennai,Mylapore,37,"Milk, Bread, Eggs",Electronics,20,3402,68040,UPI,25987,73320,15215,8.93,38,14,3.5,3,9918,0
C000238,Aditya,31,Mumbai,Porur,48,Baby Care Products,Baby Care,6,3945,23670,Wallet,10781,59500,5728,2.12,34,5,3.7,5,14029,0
C000239,Krishna,37,Hyderabad,Porur,25,"Milk, Bread, Eggs",Personal Care,17,3160,53720,COD,26586,50726,5156,13.26,31,0,1.7,3,18868,0
C000240,Ananya,50,Mumbai,OMR,17,Baby Care Products,Snacks,11,5857,64427,COD,19188,72526,13011,14.53,67,5,3,10,9350,0
C000241,Priya,36,Pune,Adyar,31,Frozen Foods,Grocery,2,3787,7574,Card,16177,27333,18359,5.53,33,14,4.5,8,14803,0
C000242,Nisha,63,Bangalore,Perungudi,3,Personal Care Items,Bakery,23,7463,171649,NetBanking,13283,41345,928,1.32,51,15,4.7,7,19952,1
C000243,Karthik,21,Pune,Porur,41,Fruits and Vegetables,Dairy,1,7672,7672,COD,14096,63460,19392,14.05,22,7,1.5,2,18981,0
C000244,Karthik,23,Mumbai,Perungudi,39,Fruits and Vegetables,Electronics,12,5086,61032,Card,17836,2282,7249,10.36,20,12,4.2,8,18199,0
C000245,Arjun,50,Bangalore,Anna Nagar,39,Cleaning Supplies,Bakery,11,1182,13002,COD,10069,26611,5730,4.9,21,15,3.1,0,13326,0
C000246,Ishaan,38,Mumbai,Tambaram,14,"Rice, Dal, Cooking Oil",Grocery,39,7777,303303,UPI,12674,54584,10744,12.57,38,4,3,6,838,1
C000247,Aishwarya,41,Hyderabad,T Nagar,41,Bakery Items,Fruits,16,4888,78208,Card,18404,70210,4682,6.31,68,8,2.3,1,8503,0
C000248,Priya,35,Delhi,Chromepet,27,Fruits and Vegetables,Fruits,11,6131,67441,UPI,28817,22517,12698,4.58,21,10,2.1,5,9444,0
C000249,Lakshmi,53,Bangalore,OMR,23,Cleaning Supplies,Grocery,8,6126,49008,COD,23673,29288,15595,12.42,40,14,2.5,3,7711,0
C000250,Sai,19,Mumbai,OMR,9,Fruits and Vegetables,Baby Care,13,6339,82407,NetBanking,2443,27664,18391,8.47,64,4,2.6,8,13400,0
C000251,Arjun,48,Mumbai,Velachery,52,Frozen Foods,Electronics,11,4921,54131,Wallet,1196,6172,3149,10.15,35,6,2.5,3,18185,0
C000252,Saanvi,18,Chennai,Perungudi,45,Personal Care Items,Dairy,15,4453,66795,NetBanking,12433,24124,18620,10.12,27,7,2.9,10,18855,0
C000253,Aishwarya,30,Bangalore,Adyar,58,Electronics Accessories,Snacks,35,5464,191240,NetBanking,3725,45976,10715,14.24,56,9,1.6,3,14113,1
C000254,Nisha,31,Hyderabad,Tambaram,11,Frozen Foods,Personal Care,30,7726,231780,COD,9323,69198,8934,1.62,54,5,3.4,6,8925,1
C000255,Vihaan,27,Delhi,Mylapore,22,Cleaning Supplies,Snacks,32,5854,187328,UPI,22126,33375,12682,9.82,67,3,1.8,6,2916,1
C000256,Saanvi,39,Pune,Adyar,3,Baby Care Products,Grocery,35,1189,41615,Card,28772,53921,18840,12.21,61,7,1.4,1,16917,0
C000257,Rohan,55,Bangalore,OMR,44,Personal Care Items,Baby Care,35,5813,203455,COD,19206,77579,16447,0.57,20,0,4.2,1,12673,1
C000258,Ishaan,55,Chennai,Porur,47,Snacks and Beverages,Personal Care,11,5065,55715,Card,21149,39638,15040,3.19,10,5,1.6,5,16984,0
C000259,Vihaan,38,Hyderabad,Velachery,41,Frozen Foods,Snacks,15,629,9435,Card,27322,30064,9740,3.18,68,12,4.1,8,5201,0
C000260,Lakshmi,35,Delhi,Perungudi,24,Fruits and Vegetables,Beverages,32,2431,77792,UPI,20078,69851,2122,12.29,56,9,4.1,6,3325,0
C000261,Sai,41,Delhi,Adyar,32,Baby Care Products,Fruits,16,613,9808,UPI,5004,30312,10537,5.23,61,14,1.9,3,14978,0
C000262,Arjun,29,Hyderabad,Tambaram,11,Baby Care Products,Bakery,7,1826,12782,Wallet,10454,36182,8468,7.64,54,11,2.4,3,11152,0
C000263,Ananya,30,Mumbai,Perungudi,58,Fruits and Vegetables,Fruits,8,3325,26600,UPI,8696,57286,8820,14.66,23,15,1.4,0,7350,0
C000264,Diya,65,Pune,Chromepet,36,"Milk, Bread, Eggs",Household,13,3928,51064,NetBanking,11648,17243,17289,10.12,62,5,4.2,1,13855,0
C000265,Priya,42,Chennai,Adyar,59,Cleaning Supplies,Beverages,37,5915,218855,COD,12658,55490,17745,8.96,42,1,4.6,0,17173,1
C000266,Vihaan,40,Delhi,Perungudi,54,Baby Care Products,Fruits,15,1055,15825,Card,8996,4381,12752,9.13,46,4,1.6,3,14881,0
C000267,Saanvi,56,Pune,OMR,28,Snacks and Beverages,Household,2,7740,15480,UPI,4522,19289,19919,5.02,14,15,1.2,5,11790,0
C000268,Krishna,40,Delhi,Porur,25,Snacks and Beverages,Personal Care,2,5054,10108,UPI,20548,24334,17595,14.68,57,7,4.8,4,16574,0
C000269,Karthik,43,Delhi,OMR,39,Snacks and Beverages,Beverages,27,1795,48465,UPI,16717,77481,16403,0.72,10,12,1.3,7,4958,0
C000270,Sneha,59,Chennai,Velachery,47,Bakery Items,Fruits,13,2054,26702,COD,1823,65507,16299,3.64,66,5,1.3,8,19937,0
C000271,Sai,60,Chennai,Perungudi,23,Fruits and Vegetables,Electronics,9,6676,60084,NetBanking,2927,72571,10299,5.83,16,9,1.6,1,11834,0
C000272,Meera,48,Bangalore,Tambaram,2,Snacks and Beverages,Baby Care,39,7332,285948,Wallet,8450,16036,19589,10.02,43,14,4.9,9,2755,1
C000273,Reyansh,36,Bangalore,Anna Nagar,56,"Rice, Dal, Cooking Oil",Dairy,12,4508,54096,COD,20826,62404,17517,4.68,52,2,3.8,4,15056,0
C000274,Nisha,21,Bangalore,Porur,25,Bakery Items,Grocery,37,6365,235505,NetBanking,8538,33480,2688,7.49,48,14,1.5,6,3703,1
C000275,Priya,34,Bangalore,Perungudi,3,Baby Care Products,Household,9,892,8028,COD,29924,36127,14463,4.48,11,2,3.5,7,5848,0
C000276,Aarav,50,Delhi,Porur,43,Personal Care Items,Fruits,12,6535,78420,Wallet,13788,21728,1309,14.55,28,9,1.8,8,16722,0
C000277,Aishwarya,59,Pune,Tambaram,5,Baby Care Products,Snacks,30,3796,113880,UPI,2610,56349,18468,13.55,41,0,3.9,6,6394,0
C000278,Reyansh,47,Bangalore,T Nagar,6,"Rice, Dal, Cooking Oil",Bakery,22,7710,169620,NetBanking,19635,69083,10254,4.02,12,4,1.4,1,3147,1
C000279,Krishna,36,Bangalore,Porur,24,Fruits and Vegetables,Dairy,37,780,28860,Wallet,16471,49420,16562,13.94,21,7,1.1,7,14875,0
C000280,Priya,59,Chennai,Anna Nagar,52,Baby Care Products,Beverages,27,6948,187596,NetBanking,26157,25109,16236,2.54,51,11,3.3,4,18081,1
C000281,Diya,58,Hyderabad,OMR,26,Frozen Foods,Fruits,24,1979,47496,COD,3702,57534,9179,10.06,24,6,2.2,0,9159,0
C000282,Ananya,59,Pune,T Nagar,52,Snacks and Beverages,Electronics,25,7650,191250,Card,21178,43648,2703,1,34,15,1.5,4,6072,1
C000283,Reyansh,45,Bangalore,Porur,5,Electronics Accessories,Baby Care,36,6519,234684,Card,16037,7657,17038,13.61,22,8,3.3,3,19627,1
C000284,Rohan,39,Hyderabad,Velachery,8,Fruits and Vegetables,Beverages,28,4847,135716,NetBanking,9736,70428,5345,12.05,20,13,1.2,8,3200,0
C000285,Aditya,64,Delhi,Chromepet,18,Frozen Foods,Snacks,29,6754,195866,Wallet,27022,7947,18508,8.74,22,8,2.3,5,9017,1
C000286,Reyansh,47,Bangalore,Adyar,34,Snacks and Beverages,Baby Care,3,6175,18525,NetBanking,26839,50512,1705,7.97,20,11,4.9,2,477,0
C000287,Lakshmi,56,Bangalore,Porur,20,Snacks and Beverages,Electronics,13,1644,21372,Card,24573,56545,5495,11.68,25,5,3.9,3,17212,0
C000288,Krishna,44,Delhi,T Nagar,34,Personal Care Items,Grocery,8,3809,30472,COD,7240,55382,18313,14.59,23,7,3.9,8,3377,0
C000289,Meera,30,Hyderabad,T Nagar,19,Baby Care Products,Beverages,10,1158,11580,COD,2233,29794,14487,6.93,21,8,2.3,7,11398,0
C000290,Lakshmi,34,Bangalore,Anna Nagar,57,Bakery Items,Bakery,31,1399,43369,NetBanking,2696,37655,7882,14.61,61,2,4.4,0,7374,0
C000291,Krishna,38,Mumbai,Adyar,28,Fruits and Vegetables,Bakery,7,7105,49735,NetBanking,26213,8262,2214,2.6,35,4,5,0,2507,0
C000292,Nisha,44,Mumbai,OMR,20,Snacks and Beverages,Dairy,19,5246,99674,NetBanking,9559,15418,13153,8.59,50,9,1.9,0,18255,0
C000293,Sneha,62,Pune,Anna Nagar,59,Frozen Foods,Snacks,25,1338,33450,Wallet,27639,47143,18831,1.9,67,14,2.5,3,1449,0
C000294,Ira,52,Chennai,Adyar,7,Snacks and Beverages,Fruits,13,2369,30797,Card,6686,29987,19501,12.7,44,14,1.2,8,10453,0
C000295,Aarav,34,Delhi,Adyar,27,"Milk, Bread, Eggs",Fruits,18,2439,43902,UPI,2227,13788,3154,12.15,20,0,4,0,11683,0
C000296,Sai,23,Mumbai,Anna Nagar,25,Electronics Accessories,Electronics,14,7342,102788,Wallet,10698,28146,3619,12.5,17,7,1.1,8,13886,0
C000297,Ira,36,Mumbai,Porur,41,Electronics Accessories,Fruits,31,4315,133765,UPI,27097,69096,4618,1.23,69,0,4.6,0,11453,0
C000298,Ira,27,Bangalore,Perungudi,48,Snacks and Beverages,Beverages,25,2269,56725,Card,17792,38237,7107,12.69,69,12,3.8,1,9353,0
C000299,Ananya,18,Delhi,T Nagar,58,Fruits and Vegetables,Dairy,11,4117,45287,COD,1210,71335,2721,7.77,40,3,1.5,8,16145,0
C000300,Arjun,47,Delhi,Chromepet,25,Bakery Items,Grocery,39,3659,142701,Wallet,7776,49571,8078,1.41,47,13,2.7,0,12650,0
C000301,Vihaan,41,Mumbai,OMR,3,Cleaning Supplies,Fruits,34,788,26792,Wallet,13860,64533,2559,13.62,27,2,2.5,2,13860,0
C000302,Ishaan,22,Pune,Chromepet,19,Frozen Foods,Snacks,25,2876,71900,UPI,29212,25047,6701,2.74,37,1,1.3,9,8115,0
C000303,Ishaan,28,Bangalore,Anna Nagar,39,Bakery Items,Snacks,29,6013,174377,COD,12237,54946,8974,4.51,17,9,2.6,8,3390,1
C000304,Lakshmi,62,Chennai,Chromepet,28,Bakery Items,Fruits,37,7144,264328,Card,27006,55476,4183,14.76,66,8,4.1,5,3150,1
C000305,Nisha,49,Hyderabad,Porur,19,Baby Care Products,Grocery,11,3421,37631,UPI,16182,31605,6708,9.44,38,3,2.2,3,14432,0
C000306,Aarav,57,Mumbai,Mylapore,56,Fruits and Vegetables,Baby Care,31,4051,125581,NetBanking,5184,22479,13251,13.59,57,2,4.3,7,6860,0
C000307,Krishna,22,Bangalore,OMR,34,Frozen Foods,Electronics,20,4846,96920,COD,16996,66275,9634,3.4,55,12,4,4,5490,0
C000308,Vihaan,55,Chennai,Adyar,50,"Milk, Bread, Eggs",Bakery,20,6151,123020,COD,538,32143,8021,10.73,58,14,3.1,7,17303,0
C000309,Vihaan,31,Bangalore,Velachery,13,Frozen Foods,Personal Care,34,3159,107406,Wallet,25253,71454,2253,0.55,27,14,4.3,4,19806,0
C000310,Ananya,61,Chennai,Adyar,48,Baby Care Products,Personal Care,40,7322,292880,UPI,24938,61535,9714,12.61,12,8,1.5,2,11278,1
C000311,Ishaan,53,Delhi,Anna Nagar,30,Bakery Items,Snacks,22,3688,81136,Card,25918,18039,4551,3.4,41,3,1.1,8,18492,0
C000312,Karthik,21,Mumbai,Adyar,41,Fruits and Vegetables,Household,2,7590,15180,Card,13142,34297,3510,12.3,60,11,1.1,0,9731,0
C000313,Diya,65,Mumbai,Chromepet,31,Baby Care Products,Household,38,5539,210482,Card,15313,43538,8724,2.53,63,9,1.4,2,18540,1
C000314,Karthik,36,Mumbai,Velachery,9,Personal Care Items,Dairy,3,6159,18477,UPI,5189,25353,14185,7.28,60,12,4.4,2,17240,0
C000315,Saanvi,47,Hyderabad,Adyar,18,Baby Care Products,Baby Care,19,5894,111986,NetBanking,9906,68614,12990,14.86,42,14,3.4,3,6531,0
C000316,Priya,64,Mumbai,T Nagar,26,Baby Care Products,Household,14,2165,30310,Wallet,23315,11714,9873,0.52,34,7,1.5,10,9640,0
C000317,Diya,26,Bangalore,T Nagar,47,Fruits and Vegetables,Grocery,18,2580,46440,Card,417,18944,12661,1.11,46,3,1.3,0,10258,0
C000318,Reyansh,60,Mumbai,OMR,31,Electronics Accessories,Household,24,1129,27096,NetBanking,17015,69880,795,7.86,56,13,3.9,2,19797,0
C000319,Lakshmi,29,Chennai,Perungudi,29,Cleaning Supplies,Snacks,12,7662,91944,COD,24714,68744,18743,8.19,70,5,3.8,3,16816,0
C000320,Aishwarya,50,Chennai,Chromepet,11,Baby Care Products,Dairy,32,3511,112352,Card,1581,48946,16441,4.8,57,5,3.2,0,17663,0
C000321,Saanvi,64,Hyderabad,Mylapore,18,Fruits and Vegetables,Beverages,38,4599,174762,UPI,13510,58612,3125,12.72,54,1,2.4,7,5008,1
C000322,Krishna,42,Chennai,Anna Nagar,33,Frozen Foods,Fruits,24,5547,133128,Wallet,2828,34811,176,1.32,48,2,4.9,4,5112,0
C000323,Ira,29,Hyderabad,Tambaram,24,Snacks and Beverages,Baby Care,38,1159,44042,COD,20429,3144,5713,12.83,70,1,2.6,2,17695,0
C000324,Aarav,26,Bangalore,Anna Nagar,31,Cleaning Supplies,Bakery,1,6668,6668,UPI,20136,51388,1815,13.6,40,6,3.2,9,12737,0
C000325,Diya,29,Mumbai,Perungudi,6,"Milk, Bread, Eggs",Baby Care,39,4522,176358,NetBanking,2756,21097,4520,6.66,12,11,1.6,9,14502,1
C000326,Sneha,29,Bangalore,T Nagar,58,Personal Care Items,Personal Care,23,7945,182735,UPI,17065,27048,6446,6.89,15,6,1.5,8,16787,1
C000327,Krishna,22,Bangalore,Porur,4,"Rice, Dal, Cooking Oil",Grocery,4,2536,10144,NetBanking,2613,26191,11533,13.12,38,3,4.4,3,11852,0
C000328,Nisha,65,Chennai,Perungudi,2,"Rice, Dal, Cooking Oil",Beverages,1,7469,7469,Wallet,13114,43790,14510,2.12,41,9,3.4,5,16899,0
C000329,Aditya,27,Hyderabad,Mylapore,14,Cleaning Supplies,Fruits,4,6990,27960,Card,23563,15670,10776,1.42,33,3,4.4,8,12273,0
C000330,Aditya,63,Bangalore,Perungudi,43,Fruits and Vegetables,Household,3,5714,17142,Wallet,26587,44948,19260,1.32,48,4,1.5,2,4962,0
C000331,Ishaan,41,Chennai,T Nagar,6,"Rice, Dal, Cooking Oil",Baby Care,13,4968,64584,COD,24166,65834,7924,6.78,30,12,3.9,4,4051,0
C000332,Ishaan,64,Hyderabad,Mylapore,1,Cleaning Supplies,Fruits,24,2038,48912,NetBanking,13059,65783,11530,7.84,44,11,1.6,6,10091,0
C000333,Karthik,37,Chennai,Anna Nagar,17,Fruits and Vegetables,Beverages,29,1746,50634,NetBanking,2436,10490,6135,14.89,70,13,3.4,9,2903,0
C000334,Aishwarya,26,Mumbai,Perungudi,45,"Rice, Dal, Cooking Oil",Personal Care,38,7968,302784,UPI,10861,30537,12278,1.28,55,11,3.1,5,8843,1
C000335,Sneha,21,Hyderabad,Anna Nagar,56,Baby Care Products,Electronics,22,3107,68354,Card,27782,57096,3068,11.23,37,8,4.9,8,14013,0
C000336,Aditya,30,Bangalore,Porur,37,Snacks and Beverages,Snacks,13,6440,83720,COD,29110,31523,15202,8.02,70,3,4.2,8,19015,0
C000337,Aarav,30,Delhi,Velachery,6,Fruits and Vegetables,Personal Care,5,4498,22490,Card,25416,22257,5636,1.27,26,0,3.2,7,7682,0
C000338,Aditya,20,Hyderabad,Anna Nagar,42,"Milk, Bread, Eggs",Dairy,12,1344,16128,UPI,28637,31143,7503,12.85,39,1,2.3,3,12819,0
C000339,Rohan,52,Chennai,Tambaram,22,Bakery Items,Baby Care,26,6556,170456,NetBanking,5877,19136,177,4.08,41,9,3.6,5,18752,1
C000340,Rohan,43,Pune,Porur,33,Snacks and Beverages,Bakery,37,7733,286121,Wallet,10288,61498,16114,7.73,33,10,4,2,8951,1
C000341,Krishna,36,Hyderabad,Mylapore,38,Fruits and Vegetables,Grocery,10,5397,53970,Card,9247,65394,10229,4.02,10,3,3.1,0,2446,0
C000342,Sneha,64,Chennai,Adyar,32,Cleaning Supplies,Household,16,4488,71808,NetBanking,230,3892,14387,14.82,56,10,1.6,1,11551,0
C000343,Krishna,21,Delhi,T Nagar,54,Frozen Foods,Baby Care,25,3639,90975,COD,19301,13401,12298,11.36,39,15,2.3,7,760,0
C000344,Nisha,62,Chennai,Mylapore,6,Snacks and Beverages,Grocery,32,6792,217344,UPI,29991,4130,7090,4.33,64,9,4.9,7,2816,1
C000345,Krishna,63,Delhi,Tambaram,25,Bakery Items,Grocery,3,2138,6414,COD,1767,30850,16497,13.13,33,14,4.5,8,19022,0
C000346,Ananya,56,Pune,Anna Nagar,20,Personal Care Items,Electronics,23,7306,168038,Card,19940,54833,8537,3.99,54,12,2.7,9,9473,1
